station,temperature,dew_point,pressure,wind_dir,wind_speed,visibility,rain
SBFL,15,13,1027,200,6,9999,0
SBFL,15,13,1028,210,7,9999,0
SBFL,15,13,1028,200,8,9999,0
SBFL,15,13,1028,200,7,9999,0
SBFL,16,13,1028,190,7,9999,0
SBFL,16,13,1028,190,5,9999,0
SBFL,16,13,1028,190,5,9999,0
SBFL,16,13,1028,190,6,9999,0
SBFL,16,12,1028,190,7,9999,0
SBFL,17,12,1027,170,7,9999,0
SBFL,17,12,1026,160,6,9999,0
SBFL,18,12,1026,180,6,9999,0
SBFL,18,12,1026,150,7,9999,0
SBFL,17,13,1026,190,8,9999,0
SBFL,16,13,1027,180,7,9000,0
SBFL,14,13,1028,190,6,4000,1
SBFL,14,13,1029,190,11,3000,1
SBFL,14,13,1029,190,11,9999,1
SBFL,15,13,1028,190,14,9999,0
SBFL,15,13,1027,190,12,9999,0
SBFL,15,14,1026,200,11,9999,0
SBFL,15,13,1026,170,8,9999,1
SBFL,15,14,1025,190,8,9999,0
SBFL,15,14,1025,190,10,8000,0
SBFL,15,14,1025,190,11,9999,0
SBFL,15,14,1025,190,12,9999,0
SBFL,16,15,1025,190,11,9999,0
SBFL,16,15,1025,180,11,6000,1
SBFL,16,15,1025,200,10,9999,0
SBFL,16,15,1025,190,4,9999,0
SBFL,17,16,1025,180,8,9999,0
SBFL,17,16,1024,190,7,9999,0
SBFL,17,16,1024,190,7,9999,0
SBFL,17,16,1024,190,5,9999,1
SBFL,17,16,1024,190,5,9999,0
SBFL,17,16,1024,150,6,9999,0
SBFL,18,16,1023,140,8,9999,0
SBFL,18,16,1023,140,7,9999,0
SBFL,18,16,1022,190,5,9000,0
SBFL,19,16,1021,140,9,9999,0
SBFL,18,17,1022,140,6,9000,1
SBFL,19,16,1022,170,7,8000,1
SBFL,19,16,1022,190,5,9999,0
SBFL,18,17,1024,230,6,9999,1
SBFL,18,17,1024,180,5,,0
SBFL,18,16,1024,240,4,9999,1
SBFL,18,16,1023,240,7,,0
SBFL,19,15,1022,220,6,,0
SBFL,18,16,1021,300,3,9999,0
SBFL,17,15,1019,150,1,9999,0
SBFL,16,16,1018,110,5,9999,0
SBFL,18,17,1018,350,3,9999,0
SBFL,17,16,1018,360,3,9999,0
SBFL,17,16,1019,290,2,9999,0
SBFL,18,17,1018,220,3,9999,0
SBFL,18,16,1017,250,5,9999,0
SBFL,19,16,1018,310,3,9999,0
SBFL,20,16,1018,350,10,9999,0
SBFL,20,16,1017,360,9,,0
SBFL,20,16,1017,330,16,,0
SBFL,20,16,1017,330,16,,0
SBFL,20,16,1017,340,17,,0
SBFL,20,16,1017,350,17,,0
SBFL,18,16,1019,VRB,5,,0
SBFL,18,16,1020,070,6,,0
SBFL,20,16,1020,170,4,,0
SBFL,20,16,1020,170,13,9999,0
SBFL,22,16,1019,170,11,9999,0
SBFL,22,17,1019,150,17,9999,0
SBFL,21,17,1018,220,4,9999,0
SBFL,20,17,1017,330,7,9999,0
SBFL,20,17,1018,330,8,9999,0
SBFL,18,17,1017,330,9,9999,0
SBFL,18,17,1017,330,10,9999,0
SBFL,18,17,1017,320,4,8000,0
SBFL,17,16,1016,350,8,8000,0
